,name,ratings,dog_stage,retweet_count,favorite_count,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
673906403526995968,None,3/10,Unknown dog stage,1799,3406,toilet_seat,68.33,False,soft-coated_wheaten_terrier,4.89,True,Siberian_husky,3.04,True
673919437611909120,Obie,11/10,pupper,401,1251,jack-o'-lantern,17.21,False,schipperke,11.6,True,miniature_pinscher,5.22,True
673956914389192708,one,10/10,pupper,1069,2091,pug,58.62,True,Brabancon_griffon,8.27,True,Chihuahua,4.59,True
674008982932058114,None,10/10,Unknown dog stage,393,1297,jigsaw_puzzle,97.08,False,prayer_rug,1.1,False,quill,0.84,False
674014384960745472,Aiden,11/10,Unknown dog stage,714,1676,Pembroke,74.23,True,Cardigan,8.49,True,Eskimo_dog,6.83,True
674019345211760640,Acro,10/10,Unknown dog stage,340,1208,collie,99.27,True,borzoi,0.5,True,Shetland_sheepdog,0.17,True
674024893172875264,None,10/10,Unknown dog stage,1360,1914,Pomeranian,64.85,True,Pekinese,33.98,True,Persian_cat,0.64,False
674036086168010753,Daisy,9/10,Unknown dog stage,240,906,toy_poodle,68.56,True,miniature_poodle,15.19,True,Maltese_dog,4.55,True
674038233588723717,Kaiya,12/10,pupper,456,1176,Eskimo_dog,35.85,True,Norwegian_elkhound,20.7,True,malamute,14.82,True
674042553264685056,None,12/10,Unknown dog stage,142,772,toy_poodle,92.8,True,miniature_poodle,6.89,True,standard_poodle,0.13,True
674045139690631169,None,3/10,Unknown dog stage,710,1520,robin,36.97,False,rhinoceros_beetle,11.06,False,European_fire_salamander,4.32,False
674051556661161984,Lucy,10/10,Unknown dog stage,530,1564,Shih-Tzu,17.98,True,badger,16.06,False,three-toed_sloth,13.22,False
674053186244734976,Stanley,10/10,Unknown dog stage,1441,3576,Cardigan,98.47,True,Pembroke,0.87,True,kelpie,0.22,True
674063288070742018,Earl,5/10,Unknown dog stage,2450,6769,ostrich,66.12,False,bearskin,21.49,False,swab,6.45,False
674075285688614912,Mitch,11/10,Unknown dog stage,316,1047,Airedale,30.54,True,Kerry_blue_terrier,25.0,True,Lakeland_terrier,18.87,True
674082852460433408,a,11/10,Unknown dog stage,186,804,Pomeranian,66.7,True,Shetland_sheepdog,2.8,True,ski_mask,2.07,False
674255168825880576,Bobbay,10/10,Unknown dog stage,619,1581,Eskimo_dog,61.57,True,Siberian_husky,19.95,True,malamute,17.91,True
674262580978937856,Gus,9/10,pupper,498,1391,Greater_Swiss_Mountain_dog,51.94,True,boxer,12.15,True,Staffordshire_bullterrier,11.45,True
674265582246694913,Henry,2/10,Unknown dog stage,936,1766,slug,99.81,False,ice_lolly,0.1,False,leafhopper,0.01,False
674269164442398721,Bob,8/10,Unknown dog stage,255,961,pug,62.29,True,Norwegian_elkhound,4.87,True,Cardigan,1.7,True
674271431610523648,None,10/10,Unknown dog stage,800,1682,German_shepherd,99.15,True,malinois,0.42,True,bloodhound,0.3,True
674291837063053312,Kenny,11/10,Unknown dog stage,6533,15817,Cardigan,61.15,True,Pembroke,36.86,True,Chihuahua,0.33,True
674318007229923329,Lennon,8/10,pupper,570,1516,porcupine,84.66,False,hamster,3.81,False,echidna,1.47,False
674372068062928900,Chesney,10/10,Unknown dog stage,346,931,seashore,34.61,False,American_alligator,10.64,False,sandbar,4.93,False
674394782723014656,Gary,8/10,Unknown dog stage,635,1607,toilet_tissue,13.5,False,mosquito_net,13.32,False,Lakeland_terrier,10.91,True
674410619106390016,Lenny,10/10,Unknown dog stage,515,1289,brown_bear,69.82,False,sea_lion,4.65,False,beagle,1.94,True
674416750885273600,Jonah,10/10,Unknown dog stage,157,731,Chihuahua,28.72,True,Boston_bull,25.09,True,whippet,14.1,True
674422304705744896,Ava,12/10,Unknown dog stage,592,1536,golden_retriever,96.45,True,Labrador_retriever,0.9,True,tennis_ball,0.71,False
674436901579923456,Bailey,9/10,Unknown dog stage,426,1198,acorn_squash,37.54,False,Shih-Tzu,10.54,True,Lhasa,7.28,True
674447403907457024,None,10/10,pupper,393,1137,Brabancon_griffon,40.99,True,malinois,24.46,True,bull_mastiff,7.48,True
674468880899788800,Louis,13/10,Unknown dog stage,2275,6676,chow,52.62,True,Pomeranian,28.36,True,toy_poodle,6.77,True
674632714662858753,None,5/10,Unknown dog stage,637,1617,jellyfish,43.27,False,goldfish,11.31,False,coral_reef,8.7,False
674638615994089473,None,12/10,pupper,650,1806,Pomeranian,84.7,True,chow,14.2,True,keeshond,0.26,True
674644256330530816,None,11/10,Unknown dog stage,311,1111,soccer_ball,39.81,False,basset,33.57,True,cocker_spaniel,7.29,True
674646392044941312,None,5/10,Unknown dog stage,557,1533,flat-coated_retriever,83.74,True,groenendael,8.62,True,Labrador_retriever,1.61,True
674664755118911488,Rodman,10/10,Unknown dog stage,276,994,African_crocodile,33.06,False,American_alligator,7.54,False,mink,5.75,False
674670581682434048,Jeb,9/10,Unknown dog stage,729,1751,malamute,18.01,True,Eskimo_dog,17.8,True,Siberian_husky,7.8,True
674690135443775488,Patrick,3/10,Unknown dog stage,510,1237,tick,24.25,False,nail,21.26,False,screw,17.28,False
674737130913071104,Rufio,10/10,pupper,103,693,Pomeranian,94.85,True,schipperke,1.43,True,Chihuahua,0.81,True
674739953134403584,None,11/10,Unknown dog stage,437,1194,Dandie_Dinmont,17.59,True,black-footed_ferret,9.65,False,toy_poodle,6.41,True
674743008475090944,Sophie,10/10,Unknown dog stage,607,1514,Bernese_mountain_dog,58.31,True,Shetland_sheepdog,6.6,True,Greater_Swiss_Mountain_dog,6.52,True
674752233200820224,None,12/10,Unknown dog stage,516,1580,vizsla,66.55,True,redbone,17.34,True,basset,13.48,True
674764817387900928,None,10/10,Unknown dog stage,263,852,Samoyed,63.47,True,Arctic_fox,30.99,False,kuvasz,1.96,True
674767892831932416,None,12/10,Unknown dog stage,883,1981,shower_curtain,23.89,False,sarong,9.24,False,kimono,5.64,False
674774481756377088,Superpup,11/10,pupper,532,1213,Chihuahua,40.7,True,French_bulldog,31.0,True,Siamese_cat,22.77,False
674781762103414784,None,8/10,Unknown dog stage,1335,2169,ocarina,14.9,False,hamster,6.9,False,wool,3.17,False
674788554665512960,Maggie,9/10,Unknown dog stage,230,871,miniature_poodle,34.96,True,toy_poodle,15.47,True,Maltese_dog,13.42,True
674790488185167872,None,13/10,Unknown dog stage,278,1180,Labrador_retriever,80.19,True,Chesapeake_Bay_retriever,19.36,True,Rottweiler,0.12,True
674800520222154752,Tedders,11/10,Unknown dog stage,949,3240,Pembroke,87.65,True,Cardigan,9.69,True,dingo,0.92,False
674805413498527744,None,10/10,Unknown dog stage,391,934,English_springer,59.45,True,cocker_spaniel,39.0,True,Welsh_springer_spaniel,0.71,True
675003128568291329,Laela,12/10,Unknown dog stage,517,1672,Pembroke,65.53,True,Pomeranian,10.42,True,Cardigan,5.28,True
675006312288268288,Mollie,10/10,pupper,252,1057,boxer,65.47,True,space_heater,4.34,False,beagle,4.28,True
675015141583413248,Moe,10/10,Unknown dog stage,1335,2918,street_sign,29.01,False,golden_retriever,25.84,True,sandbar,13.22,False
675047298674663426,a,11/10,Unknown dog stage,366,1141,Samoyed,97.8,True,chow,0.71,True,Pomeranian,0.64,True
675109292475830276,a,9/10,Unknown dog stage,1259,3006,dalmatian,98.95,True,English_setter,0.53,True,German_short-haired_pointer,0.14,True
675111688094527488,Oliver,8/10,Unknown dog stage,283,1042,Labrador_retriever,63.15,True,Brittany_spaniel,10.19,True,Chesapeake_Bay_retriever,6.26,True
675113801096802304,Zuzu,10/10,pupper,877,2120,bow,16.8,False,quill,10.88,False,joystick,4.33,False
675135153782571009,Steven,5/10,Unknown dog stage,542,1398,stove,58.75,False,rotisserie,5.17,False,microwave,2.07,False
675145476954566656,None,9/10,Unknown dog stage,1011,2305,Labrador_retriever,45.87,True,Great_Dane,23.55,True,Staffordshire_bullterrier,11.69,True
675146535592706048,Coops,7/10,Unknown dog stage,349,1300,dingo,28.84,False,Cardigan,22.99,True,Pembroke,19.04,True
675147105808306176,None,10/10,Unknown dog stage,273,1026,golden_retriever,94.92,True,Labrador_retriever,1.68,True,flat-coated_retriever,1.06,True
675149409102012420,None,12/10,Unknown dog stage,1878,4037,chow,99.99,True,Tibetan_mastiff,0.01,True,Tibetan_terrier,0.0,True
675153376133427200,None,1/10,Unknown dog stage,2734,6072,paper_towel,32.8,False,mailbox,9.6,False,seat_belt,3.5,False
675166823650848770,Arnold,10/10,Unknown dog stage,1795,3920,llama,28.44,False,standard_poodle,13.26,True,teddy,12.8,False
675334060156301312,None,12/10,pupper,1436,3007,Pembroke,77.31,True,Cardigan,11.68,True,chow,3.9,True
675354435921575936,None,13/10,Unknown dog stage,18963,35178,upright,30.34,False,golden_retriever,18.14,True,Brittany_spaniel,16.21,True
675362609739206656,Daisy,12/10,Unknown dog stage,262,1136,Labrador_retriever,47.9,True,ice_bear,21.83,False,kuvasz,13.99,True
675372240448454658,None,13/10,Unknown dog stage,563,1838,Chihuahua,41.64,True,West_Highland_white_terrier,10.29,True,Samoyed,8.73,True
675432746517426176,None,12/10,Unknown dog stage,627,1623,Labrador_retriever,98.65,True,golden_retriever,0.89,True,Chihuahua,0.07,True
675483430902214656,None,5/10,Unknown dog stage,1081,1985,box_turtle,54.37,False,terrapin,20.26,False,loggerhead,7.11,False
675489971617296384,None,10/10,Unknown dog stage,672,1406,West_Highland_white_terrier,13.96,True,seat_belt,11.86,False,Old_English_sheepdog,9.4,True
675497103322386432,Reggie,11/10,Unknown dog stage,1443,3397,vizsla,51.96,True,miniature_pinscher,6.48,True,Rhodesian_ridgeback,6.15,True
675501075957489664,None,13/10,Unknown dog stage,6485,18482,dough,80.68,False,bakery,2.79,False,French_loaf,1.82,False
675517828909424640,None,12/10,Unknown dog stage,507,1414,Scottish_deerhound,24.06,True,groenendael,15.69,True,flat-coated_retriever,9.09,True
675522403582218240,Sammy,10/10,Unknown dog stage,316,1122,cocker_spaniel,29.97,True,golden_retriever,26.37,True,Irish_setter,8.03,True
675531475945709568,Ellie,10/10,Unknown dog stage,428,1276,Pembroke,91.84,True,Cardigan,2.73,True,Siberian_husky,2.02,True
675534494439489536,a,11/10,Unknown dog stage,470,1953,chow,74.94,True,schipperke,13.37,True,Newfoundland,4.99,True
675706639471788032,a,10/10,Unknown dog stage,106,693,English_springer,99.03,True,Welsh_springer_spaniel,0.21,True,cocker_spaniel,0.2,True
675710890956750848,Lenny,12/10,Unknown dog stage,928,2046,standard_schnauzer,44.14,True,miniature_schnauzer,24.89,True,Sealyham_terrier,16.5,True
675740360753160193,None,12/10,pupper,388,1257,golden_retriever,80.05,True,kuvasz,9.78,True,Saluki,6.84,True
675781562965868544,Buddah,11/10,Unknown dog stage,537,1750,Maltese_dog,92.2,True,West_Highland_white_terrier,1.78,True,toy_poodle,1.36,True
675798442703122432,Bernie,10/10,Unknown dog stage,3787,11101,beagle,68.12,True,basset,12.51,True,boxer,8.04,True
675820929667219457,None,11/10,Unknown dog stage,260,1140,basset,55.64,True,beagle,20.17,True,bloodhound,11.08,True
675822767435051008,None,10/10,Unknown dog stage,591,1652,Pomeranian,46.07,True,chow,20.28,True,Pekinese,13.33,True
675845657354215424,Pepper,10/10,pupper,1000,2477,pug,88.4,True,Boston_bull,1.11,True,French_bulldog,0.98,True
675878199931371520,None,11/10,Unknown dog stage,1570,4531,wood_rabbit,78.58,False,hare,11.82,False,Cardigan,4.36,True
675888385639251968,None,10/10,Unknown dog stage,1067,2581,West_Highland_white_terrier,67.21,True,Old_English_sheepdog,14.61,True,komondor,2.31,True
675891555769696257,Donny,6/10,Unknown dog stage,976,2297,Italian_greyhound,30.56,True,whippet,23.21,True,Great_Dane,11.78,True
675898130735476737,None,10/10,pupper,653,1774,Labrador_retriever,40.74,True,malinois,7.7,True,pug,7.46,True
676089483918516224,None,9/10,Unknown dog stage,483,1431,bull_mastiff,74.38,True,boxer,10.67,True,American_Staffordshire_terrier,4.23,True
676098748976615425,None,3/10,Unknown dog stage,1623,3279,walking_stick,16.22,False,sandal,12.91,False,purse,8.14,False
676101918813499392,Striker,11/10,Unknown dog stage,1284,3042,Shih-Tzu,22.58,True,Norfolk_terrier,18.69,True,Irish_terrier,10.7,True
676146341966438401,Bert,10/10,Unknown dog stage,744,2077,Irish_water_spaniel,38.83,True,standard_poodle,28.41,True,greenhouse,3.49,False
676191832485810177,None,10/10,Unknown dog stage,1145,2478,Chihuahua,37.67,True,Italian_greyhound,17.31,True,muzzle,7.15,False
676215927814406144,Herm,9/10,Unknown dog stage,661,1881,hamster,99.95,False,guinea_pig,0.02,False,broccoli,0.01,False
676219687039057920,Kenneth,10/10,Unknown dog stage,31989,67100,bubble,99.76,False,leafhopper,0.02,False,whippet,0.01,True
676237365392908289,Winston,8/10,Unknown dog stage,331,1335,French_bulldog,96.2,True,Chihuahua,2.18,True,Boston_bull,0.69,True
676263575653122048,None,10/10,pupper,609,2243,teddy,9.83,False,toy_poodle,9.8,True,shopping_basket,7.79,False
676430933382295552,Duke,10/10,Unknown dog stage,385,1526,golden_retriever,58.39,True,cocker_spaniel,20.37,True,Labrador_retriever,3.61,True
676440007570247681,None,11/10,Unknown dog stage,748,1863,Maltese_dog,57.95,True,toy_poodle,13.34,True,Shih-Tzu,9.44,True
676470639084101634,None,11/10,pupper,5224,12616,golden_retriever,79.04,True,borzoi,2.29,True,dingo,1.53,False
676496375194980353,Griffin,9/10,Unknown dog stage,602,1641,pug,98.54,True,Norwegian_elkhound,0.44,True,French_bulldog,0.39,True
676533798876651520,None,12/10,Unknown dog stage,621,2025,chow,26.53,True,ice_bear,16.76,False,fur_coat,11.75,False
676575501977128964,None,8/10,pupper,1254,2807,feather_boa,42.41,False,Yorkshire_terrier,7.31,True,Shetland_sheepdog,5.76,True
676582956622721024,Vinnie,8/10,Unknown dog stage,312,1310,seat_belt,79.0,False,Boston_bull,19.63,True,French_bulldog,1.24,True
676588346097852417,Bubbles,5/10,Unknown dog stage,896,2533,Boston_bull,97.66,True,French_bulldog,1.43,True,Chihuahua,0.23,True
676603393314578432,Godzilla,9/10,pupper,440,1280,whippet,87.7,True,Great_Dane,3.42,True,boxer,2.84,True
676606785097199616,None,12/10,Unknown dog stage,490,2039,Loafer,20.3,False,doormat,20.04,False,malinois,14.23,True
676613908052996102,the,12/10,Unknown dog stage,219,1183,book_jacket,49.38,False,Doberman,9.64,True,miniature_pinscher,7.06,True
676617503762681856,None,13/10,pupper,1108,3149,Chihuahua,84.11,True,Pomeranian,12.05,True,Pekinese,0.66,True
676776431406465024,None,10/10,Unknown dog stage,2249,5405,doormat,20.13,False,dishwasher,19.17,False,microwave,3.81,False
676811746707918848,Penny,9/10,Unknown dog stage,469,1536,Chihuahua,44.09,True,Pomeranian,34.58,True,cocker_spaniel,6.03,True
676819651066732545,None,12/10,pupper,741,1957,rain_barrel,62.56,False,barrel,13.84,False,Labrador_retriever,3.95,True
676821958043033607,None,11/10,Unknown dog stage,17605,25124,Great_Pyrenees,86.98,True,kuvasz,7.98,True,standard_poodle,1.33,True
676864501615042560,Ash,10/10,Unknown dog stage,808,2294,Chesapeake_Bay_retriever,37.11,True,water_buffalo,9.96,False,Weimaraner,4.9,True
676897532954456065,None,5/10,Unknown dog stage,817,2426,hamster,62.83,False,guinea_pig,31.86,False,macaque,1.31,False
676936541936185344,None,8/10,pupper,5515,13809,Chesapeake_Bay_retriever,54.53,True,Norwegian_elkhound,8.15,True,space_heater,4.74,False
676942428000112642,None,9/10,Unknown dog stage,855,2261,black-footed_ferret,70.72,False,polecat,15.46,False,weasel,9.76,False
676946864479084545,None,12/10,Unknown dog stage,426,1844,Pekinese,75.27,True,golden_retriever,5.57,True,Great_Pyrenees,4.1,True
676948236477857792,Karl,6/10,Unknown dog stage,980,2354,guenon,61.16,False,macaque,13.52,False,squirrel_monkey,8.32,False
676949632774234114,Tyrus,8/10,Unknown dog stage,448,1413,Welsh_springer_spaniel,20.65,True,Saint_Bernard,13.93,True,boxer,11.46,True
676957860086095872,None,10/10,Unknown dog stage,907,2395,Labrador_retriever,77.24,True,beagle,5.59,True,golden_retriever,3.12,True
676975532580409345,Cooper,11/10,Unknown dog stage,1203,3015,malamute,36.33,True,Siberian_husky,24.59,True,Eskimo_dog,12.55,True
677187300187611136,None,9/10,Unknown dog stage,1033,2981,English_setter,28.24,True,Shih-Tzu,8.41,True,Old_English_sheepdog,5.95,True
677228873407442944,Chuq,11/10,Unknown dog stage,1840,3837,common_iguana,56.63,False,tennis_ball,15.46,False,green_lizard,4.5,False
677269281705472000,the,10/10,pupper,790,2164,Shetland_sheepdog,65.66,True,collie,19.54,True,German_shepherd,1.31,True
677301033169788928,Juckson,5/10,Unknown dog stage,471,1362,Japanese_spaniel,66.12,True,Pekinese,15.01,True,Chihuahua,11.97,True
677314812125323265,Tassy,10/10,Unknown dog stage,611,1799,Blenheim_spaniel,92.41,True,Japanese_spaniel,5.48,True,Chihuahua,0.82,True
677328882937298944,Derek,10/10,Unknown dog stage,1693,3938,water_buffalo,42.42,False,kelpie,2.91,True,Staffordshire_bullterrier,2.85,True
677331501395156992,Humphrey,9/10,Unknown dog stage,265,1189,beagle,31.35,True,boxer,21.85,True,French_bulldog,10.65,True
677334615166730240,None,9/10,Unknown dog stage,328,1477,Lakeland_terrier,85.94,True,Airedale,6.73,True,Irish_water_spaniel,4.95,True
677530072887205888,Axel,9/10,Unknown dog stage,250,1161,Staffordshire_bullterrier,68.93,True,Norwegian_elkhound,2.61,True,American_Staffordshire_terrier,2.31,True
677547928504967168,None,12/10,Unknown dog stage,4076,7568,American_Staffordshire_terrier,91.5,True,Staffordshire_bullterrier,8.44,True,boxer,0.05,True
677557565589463040,None,10/10,pupper,1322,2665,seat_belt,27.73,False,Shih-Tzu,24.9,True,Pekinese,20.92,True
677565715327688705,None,6/10,Unknown dog stage,513,1409,basset,39.73,True,Welsh_springer_spaniel,19.96,True,purse,10.56,False
677573743309385728,Sandy,10/10,Unknown dog stage,819,2322,patio,53.51,False,folding_chair,8.04,False,parallel_bars,3.48,False
677644091929329666,a,11/10,Unknown dog stage,886,2040,Chihuahua,62.62,True,Italian_greyhound,12.85,True,swing,5.98,False
677662372920729601,None,12/10,Unknown dog stage,1101,2134,cowboy_hat,25.61,False,trench_coat,12.71,False,cloak,7.14,False
677673981332312066,None,9/10,Unknown dog stage,1677,3603,Maltese_dog,81.79,True,Angora,7.78,False,Pomeranian,2.22,True
677687604918272002,None,11/10,Unknown dog stage,950,2681,Pembroke,57.3,True,sunglasses,12.68,False,golden_retriever,10.8,True
677698403548192770,Sadie,9/10,Unknown dog stage,363,1332,Shih-Tzu,91.66,True,Lhasa,5.79,True,Pekinese,2.01,True
677700003327029250,Ralph,10/10,Unknown dog stage,1622,3689,Siberian_husky,12.08,True,junco,7.92,False,malamute,6.31,True
677895101218201600,None,9/10,Unknown dog stage,2384,5275,dalmatian,55.07,True,kuvasz,6.02,True,Great_Pyrenees,5.86,True
677918531514703872,None,10/10,Unknown dog stage,463,1476,Eskimo_dog,19.93,True,dalmatian,15.32,True,American_Staffordshire_terrier,10.78,True
678021115718029313,Reese,12/10,Unknown dog stage,7148,15018,miniature_pinscher,82.2,True,Doberman,9.61,True,Rottweiler,3.27,True
678255464182861824,Jessifer,9/10,Unknown dog stage,418,1726,Chihuahua,61.38,True,Yorkshire_terrier,12.79,True,Pomeranian,6.21,True
678278586130948096,None,10/10,pupper,6857,12531,Maltese_dog,89.78,True,Lhasa,3.57,True,Tibetan_terrier,1.71,True
678334497360859136,Rosie,10/10,Unknown dog stage,304,1427,Norfolk_terrier,37.86,True,golden_retriever,9.56,True,kelpie,8.53,True
678341075375947776,None,12/10,pupper,612,1896,golden_retriever,85.33,True,cocker_spaniel,2.62,True,Labrador_retriever,2.41,True
678380236862578688,Crumpet,10/10,Unknown dog stage,1020,2655,dogsled,8.85,False,snowmobile,5.73,False,Samoyed,4.76,True
678389028614488064,Bella,11/10,pupper,473,2044,miniature_pinscher,51.63,True,kelpie,22.74,True,vizsla,10.32,True
678396796259975168,None,12/10,Unknown dog stage,478,1731,Pembroke,95.62,True,Cardigan,3.18,True,Chihuahua,0.63,True
678399652199309312,None,12/10,Unknown dog stage,30742,61794,swing,92.92,False,Bedlington_terrier,1.5,True,Great_Pyrenees,1.4,True
678410210315247616,Jerome,10/10,Unknown dog stage,2072,4640,schipperke,14.59,True,Labrador_retriever,9.84,True,kelpie,9.74,True
678424312106393600,Crystal,2/10,Unknown dog stage,2880,5916,Maltese_dog,75.99,True,toy_poodle,10.12,True,Shih-Tzu,5.6,True
678446151570427904,None,10/10,Unknown dog stage,1785,4358,Staffordshire_bullterrier,28.45,True,Rottweiler,18.94,True,American_Staffordshire_terrier,18.94,True
678643457146150913,Grizz,10/10,Unknown dog stage,489,2250,Labrador_retriever,33.88,True,flat-coated_retriever,30.45,True,chest,9.34,False
678675843183484930,None,2/10,Unknown dog stage,1680,3155,maze,33.98,False,streetcar,9.97,False,sundial,8.48,False
678740035362037760,Tango,6/10,Unknown dog stage,1926,4099,seat_belt,78.72,False,sunglasses,4.57,False,beagle,2.25,True
678755239630127104,Dash,10/10,Unknown dog stage,3741,7802,malamute,60.67,True,Border_collie,19.38,True,collie,4.84,True
678764513869611008,Wilson,10/10,Unknown dog stage,544,1788,Irish_terrier,69.66,True,Australian_terrier,7.5,True,Irish_setter,6.39,True
678767140346941444,Mia,8/10,Unknown dog stage,1553,3864,harp,82.11,False,window_screen,2.51,False,mosquito_net,1.67,False
678774928607469569,Tug,11/10,Unknown dog stage,1043,3037,Pembroke,19.47,True,toy_poodle,12.18,True,Pomeranian,9.68,True
678798276842360832,Linda,7/10,Unknown dog stage,1350,3804,Airedale,58.31,True,silky_terrier,12.96,True,Lakeland_terrier,9.47,True
678800283649069056,None,12/10,pupper,1018,2810,Labrador_retriever,21.37,True,beagle,14.62,True,Airedale,12.27,True
678969228704284672,Lola,11/10,Unknown dog stage,528,1796,Labrador_retriever,68.03,True,Chesapeake_Bay_retriever,20.17,True,golden_retriever,1.97,True
678991772295516161,None,12/10,Unknown dog stage,1333,2537,Eskimo_dog,33.02,True,Siberian_husky,18.7,True,Chihuahua,10.14,True
679047485189439488,None,9/10,Unknown dog stage,781,2460,panpipe,96.26,False,bannister,2.52,False,golden_retriever,0.29,True
679062614270468097,Chompsky,11/10,Unknown dog stage,9299,18712,cash_machine,80.23,False,schipperke,4.55,True,German_shepherd,2.34,True
679111216690831360,officially,12/10,Unknown dog stage,2893,6514,kelpie,18.94,True,beagle,12.2,True,basset,12.12,True
679132435750195208,Louis,10/10,Unknown dog stage,1314,3253,Scottish_deerhound,19.46,True,Irish_wolfhound,16.29,True,giant_schnauzer,15.98,True
679148763231985668,None,8/10,Unknown dog stage,1163,3028,Italian_greyhound,30.27,True,hair_slide,12.43,False,Afghan_hound,5.98,True
679158373988876288,Rubio,11/10,Unknown dog stage,9193,23568,pug,27.22,True,bull_mastiff,25.15,True,bath_towel,11.68,False
679462823135686656,Hurley,11/10,Unknown dog stage,21324,34856,toy_poodle,62.18,True,miniature_poodle,19.78,True,soft-coated_wheaten_terrier,4.67,True
679475951516934144,Evy,9/10,Unknown dog stage,728,2304,Maltese_dog,14.57,True,toy_poodle,13.94,True,West_Highland_white_terrier,10.88,True
679503373272485890,Dwight,8/10,pupper,1673,3484,porcupine,99.98,False,meerkat,0.01,False,echidna,0.0,False
679511351870550016,William,7/10,Unknown dog stage,1461,3711,Chihuahua,76.2,True,black-footed_ferret,15.06,False,squirrel_monkey,2.81,False
679527802031484928,None,11/10,pupper,823,2892,mailbox,33.64,False,cannon,15.89,False,cuirass,5.26,False
679530280114372609,a,7/10,Unknown dog stage,2347,5208,dalmatian,75.03,True,jaguar,16.9,False,zebra,0.65,False
679722016581222400,Mike,8/10,Unknown dog stage,539,1817,boxer,45.96,True,Boston_bull,19.79,True,French_bulldog,8.7,True
679729593985699840,Hunter,8/10,Unknown dog stage,937,2367,wallaby,16.42,False,West_Highland_white_terrier,9.35,True,ashcan,6.73,False
679736210798047232,None,9/10,Unknown dog stage,918,2311,French_bulldog,31.91,True,Chihuahua,15.41,True,Cardigan,11.77,True
679777920601223168,Rinna,10/10,pupper,1281,3390,bloodhound,52.88,True,bull_mastiff,42.01,True,French_bulldog,0.95,True
679828447187857408,None,13/10,pupper,15839,39726,Chihuahua,34.65,True,dalmatian,16.62,True,toy_terrier,11.75,True
679844490799091713,Willie,10/10,Unknown dog stage,887,2593,Airedale,90.38,True,Border_terrier,3.47,True,toy_poodle,2.14,True
679854723806179328,Bruce,7/10,Unknown dog stage,1402,3143,llama,88.8,False,ram,9.5,False,chow,0.23,True
679862121895714818,None,11/10,Unknown dog stage,706,2678,EntleBucher,52.32,True,Greater_Swiss_Mountain_dog,43.17,True,Appenzeller,4.42,True
679877062409191424,Penelope,5/10,Unknown dog stage,726,2155,hog,80.95,False,hay,6.02,False,lumbermill,1.65,False
680055455951884288,Sammy,10/10,Unknown dog stage,8067,18278,Samoyed,99.55,True,Great_Pyrenees,0.18,True,Pomeranian,0.07,True
680070545539371008,Emmie,9/10,Unknown dog stage,994,2818,earthstar,12.77,False,Shih-Tzu,12.18,True,bubble,11.78,False
680085611152338944,by,12/10,Unknown dog stage,10034,13959,pillow,77.81,False,apron,9.5,False,wallet,4.93,False
680100725817409536,None,11/10,pupper,1554,3891,golden_retriever,69.9,True,chow,14.6,True,Pomeranian,3.49,True
680115823365742593,Ozzy,9/10,Unknown dog stage,1028,2972,pug,99.94,True,French_bulldog,0.05,True,Boston_bull,0.0,True
680130881361686529,Reggie,10/10,Unknown dog stage,1078,2519,Maltese_dog,19.91,True,West_Highland_white_terrier,19.79,True,Shih-Tzu,15.71,True
680145970311643136,Kawhi,10/10,pupper,1972,3955,miniature_poodle,45.71,True,toy_poodle,22.65,True,Maltese_dog,6.77,True
680161097740095489,Goliath,12/10,Unknown dog stage,828,2538,bluetick,26.87,True,miniature_pinscher,12.57,True,English_setter,8.94,True
680176173301628928,None,10/10,pupper,1760,4263,Christmas_stocking,20.75,False,mask,19.39,False,feather_boa,15.27,False
680191257256136705,None,11/10,pupper,577,2356,Brittany_spaniel,73.33,True,Welsh_springer_spaniel,25.16,True,English_springer,0.92,True
680206703334408192,Toby,12/10,Unknown dog stage,1323,3115,Christmas_stocking,14.98,False,cloak,12.88,False,teddy,10.91,False
680221482581123072,CeCe,10/10,Unknown dog stage,329,1598,bubble,24.02,False,hen,14.62,False,abaya,13.93,False
680440374763077632,None,11/10,Unknown dog stage,564,1583,space_heater,92.04,False,radiator,4.99,False,electric_fan,0.67,False
680473011644985345,Hector,10/10,pupper,844,2778,Lakeland_terrier,79.67,True,West_Highland_white_terrier,13.87,True,Norwich_terrier,1.63,True
680494726643068929,None,26/10,Unknown dog stage,542,1879,kuvasz,43.86,True,Samoyed,11.16,True,Great_Pyrenees,6.41,True
680497766108381184,Percy,12/10,Unknown dog stage,2162,4639,Chihuahua,53.84,True,muzzle,8.43,False,ski_mask,7.67,False
680583894916304897,Penny,8/10,Unknown dog stage,1514,3939,tub,88.98,False,bathtub,3.24,False,hippopotamus,1.42,False
680609293079592961,Brody,9/10,Unknown dog stage,816,2906,French_bulldog,70.08,True,Chihuahua,7.24,True,American_Staffordshire_terrier,3.96,True
680798457301471234,Moofasa,6/10,Unknown dog stage,1182,3134,ram,49.98,False,hog,28.38,False,ox,6.75,False
680801747103793152,None,10/10,Unknown dog stage,925,2600,pug,99.67,True,Labrador_retriever,0.14,True,Staffordshire_bullterrier,0.05,True
680836378243002368,Ellie,12/10,pupper,1513,3766,Pembroke,42.78,True,Shetland_sheepdog,16.07,True,Pomeranian,11.12,True
